,Unnamed: 0,issue_id,image_id,image_url,height,width,record_date,created_at,modified_at,filename
302,302,mc87rj23k,mc87rj26d,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rj26d/full/max/0/default.jpg,7784.0,5720.0,1862-09-05T00:00:00Z,2019-04-30T20:26:00Z,2019-06-24T13:56:45Z,3_commonwealth_mc87rj23k_accessFull.jpg
303,303,mc87rj23k,mc87rj27p,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rj27p/full/max/0/default.jpg,7784.0,5728.0,1862-09-05T00:00:00Z,2019-04-30T20:26:00Z,2019-06-24T13:56:45Z,4_commonwealth_mc87rj23k_accessFull.jpg
304,304,mc87rg38s,mc87rg392,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rg392/full/max/0/default.jpg,7823.0,5715.0,1861-12-20T00:00:00Z,2019-04-30T19:04:15Z,2019-06-24T13:56:38Z,1_commonwealth_mc87rg38s_accessFull.jpg
305,305,mc87rg38s,mc87rg40t,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rg40t/full/max/0/default.jpg,7792.0,5698.0,1861-12-20T00:00:00Z,2019-04-30T19:04:15Z,2019-06-24T13:56:38Z,2_commonwealth_mc87rg38s_accessFull.jpg
306,306,mc87rg38s,mc87rg413,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rg413/full/max/0/default.jpg,7822.0,5733.0,1861-12-20T00:00:00Z,2019-04-30T19:04:15Z,2019-06-24T13:56:38Z,3_commonwealth_mc87rg38s_accessFull.jpg
307,307,mc87rg38s,mc87rg42c,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rg42c/full/max/0/default.jpg,7816.0,5701.0,1861-12-20T00:00:00Z,2019-04-30T19:04:15Z,2019-06-24T13:56:38Z,4_commonwealth_mc87rg38s_accessFull.jpg
308,308,mc87rj18q,mc87rj190,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rj190/full/max/0/default.jpg,7773.0,5695.0,1862-08-29T00:00:00Z,2019-04-30T20:24:15Z,2019-06-24T13:56:43Z,1_commonwealth_mc87rj18q_accessFull.jpg
309,309,mc87rj18q,mc87rj20r,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rj20r/full/max/0/default.jpg,7784.0,5712.0,1862-08-29T00:00:00Z,2019-04-30T20:24:15Z,2019-06-24T13:56:43Z,2_commonwealth_mc87rj18q_accessFull.jpg
310,310,mc87rj18q,mc87rj211,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rj211/full/max/0/default.jpg,7784.0,5725.0,1862-08-29T00:00:00Z,2019-04-30T20:24:15Z,2019-06-24T13:56:43Z,3_commonwealth_mc87rj18q_accessFull.jpg
311,311,mc87rj18q,mc87rj229,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rj229/full/max/0/default.jpg,7784.0,5712.0,1862-08-29T00:00:00Z,2019-04-30T20:24:15Z,2019-06-24T13:56:43Z,4_commonwealth_mc87rj18q_accessFull.jpg
312,312,mc87rf78j,mc87rf79t,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rf79t/full/max/0/default.jpg,7813.0,5755.0,1861-09-27T00:00:00Z,2019-04-30T18:42:03Z,2019-06-24T13:56:31Z,1_commonwealth_mc87rf78j_accessFull.jpg
313,313,mc87rf78j,mc87rf80k,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rf80k/full/max/0/default.jpg,7779.0,5715.0,1861-09-27T00:00:00Z,2019-04-30T18:42:03Z,2019-06-24T13:56:31Z,2_commonwealth_mc87rf78j_accessFull.jpg
314,314,mc87rf78j,mc87rf81v,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rf81v/full/max/0/default.jpg,7798.0,5734.0,1861-09-27T00:00:00Z,2019-04-30T18:42:03Z,2019-06-24T13:56:31Z,3_commonwealth_mc87rf78j_accessFull.jpg
315,315,mc87rf78j,mc87rf824,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rf824/full/max/0/default.jpg,7782.0,5748.0,1861-09-27T00:00:00Z,2019-04-30T18:42:03Z,2019-06-24T13:56:31Z,4_commonwealth_mc87rf78j_accessFull.jpg
316,316,mc87rj28z,mc87rj297,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rj297/full/max/0/default.jpg,7767.0,5715.0,1862-09-12T00:00:00Z,2019-04-30T20:27:45Z,2019-06-24T13:56:46Z,1_commonwealth_mc87rj28z_accessFull.jpg
317,317,mc87rj28z,mc87rj300,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rj300/full/max/0/default.jpg,7792.0,5720.0,1862-09-12T00:00:00Z,2019-04-30T20:27:45Z,2019-06-24T13:56:46Z,2_commonwealth_mc87rj28z_accessFull.jpg
318,318,mc87rj28z,mc87rj318,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rj318/full/max/0/default.jpg,7784.0,5752.0,1862-09-12T00:00:00Z,2019-04-30T20:27:45Z,2019-06-24T13:56:46Z,3_commonwealth_mc87rj28z_accessFull.jpg
319,319,mc87rj28z,mc87rj32j,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rj32j/full/max/0/default.jpg,7784.0,5736.0,1862-09-12T00:00:00Z,2019-04-30T20:27:45Z,2019-06-24T13:56:46Z,4_commonwealth_mc87rj28z_accessFull.jpg
320,320,mc87rj08g,mc87rj09r,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rj09r/full/max/0/default.jpg,7808.0,5719.0,1862-08-15T00:00:00Z,2019-04-30T20:21:17Z,2019-06-24T13:56:39Z,1_commonwealth_mc87rj08g_accessFull.jpg
321,321,mc87rj08g,mc87rj10h,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rj10h/full/max/0/default.jpg,7776.0,5720.0,1862-08-15T00:00:00Z,2019-04-30T20:21:17Z,2019-06-24T13:56:39Z,2_commonwealth_mc87rj08g_accessFull.jpg
322,322,mc87rj08g,mc87rj11s,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rj11s/full/max/0/default.jpg,7776.0,5736.0,1862-08-15T00:00:00Z,2019-04-30T20:21:17Z,2019-06-24T13:56:39Z,3_commonwealth_mc87rj08g_accessFull.jpg
323,323,mc87rj08g,mc87rj122,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rj122/full/max/0/default.jpg,7800.0,5736.0,1862-08-15T00:00:00Z,2019-04-30T20:21:17Z,2019-06-24T13:56:39Z,4_commonwealth_mc87rj08g_accessFull.jpg
324,324,mc87rh83t,mc87rh843,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rh843/full/max/0/default.jpg,7808.0,5732.0,1862-07-11T00:00:00Z,2019-04-30T20:12:23Z,2019-06-24T13:56:47Z,1_commonwealth_mc87rh83t_accessFull.jpg
325,325,mc87rh83t,mc87rh85c,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rh85c/full/max/0/default.jpg,7820.0,5745.0,1862-07-11T00:00:00Z,2019-04-30T20:12:23Z,2019-06-24T13:56:47Z,2_commonwealth_mc87rh83t_accessFull.jpg
326,326,mc87rh83t,mc87rh86n,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rh86n/full/max/0/default.jpg,7818.0,5747.0,1862-07-11T00:00:00Z,2019-04-30T20:12:23Z,2019-06-24T13:56:47Z,3_commonwealth_mc87rh83t_accessFull.jpg
327,327,mc87rh83t,mc87rh87x,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rh87x/full/max/0/default.jpg,7819.0,5734.0,1862-07-11T00:00:00Z,2019-04-30T20:12:23Z,2019-06-24T13:56:47Z,4_commonwealth_mc87rh83t_accessFull.jpg
328,328,mc87rg78r,mc87rg791,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rg791/full/max/0/default.jpg,7803.0,5700.0,1862-02-14T00:00:00Z,2019-04-30T19:24:45Z,2019-06-24T13:56:57Z,1_commonwealth_mc87rg78r_accessFull.jpg
329,329,mc87rg78r,mc87rg80s,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rg80s/full/max/0/default.jpg,7798.0,5687.0,1862-02-14T00:00:00Z,2019-04-30T19:24:45Z,2019-06-24T13:56:57Z,2_commonwealth_mc87rg78r_accessFull.jpg
330,330,mc87rg78r,mc87rg812,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rg812/full/max/0/default.jpg,7770.0,5689.0,1862-02-14T00:00:00Z,2019-04-30T19:24:45Z,2019-06-24T13:56:57Z,3_commonwealth_mc87rg78r_accessFull.jpg
331,331,mc87rg78r,mc87rg82b,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rg82b/full/max/0/default.jpg,7804.0,5686.0,1862-02-14T00:00:00Z,2019-04-30T19:24:45Z,2019-06-24T13:56:57Z,4_commonwealth_mc87rg78r_accessFull.jpg
332,332,mc87rh23c,mc87rh24n,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rh24n/full/max/0/default.jpg,7789.0,5725.0,1862-04-18T00:00:00Z,2019-04-30T19:44:53Z,2019-06-24T13:56:58Z,1_commonwealth_mc87rh23c_accessFull.jpg
333,333,mc87rh23c,mc87rh25x,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rh25x/full/max/0/default.jpg,7880.0,5714.0,1862-04-18T00:00:00Z,2019-04-30T19:44:53Z,2019-06-24T13:56:58Z,2_commonwealth_mc87rh23c_accessFull.jpg
334,334,mc87rh23c,mc87rh266,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rh266/full/max/0/default.jpg,7781.0,5692.0,1862-04-18T00:00:00Z,2019-04-30T19:44:53Z,2019-06-24T13:56:58Z,3_commonwealth_mc87rh23c_accessFull.jpg
335,335,mc87rh23c,mc87rh27g,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rh27g/full/max/0/default.jpg,7786.0,5717.0,1862-04-18T00:00:00Z,2019-04-30T19:44:53Z,2019-06-24T13:56:58Z,4_commonwealth_mc87rh23c_accessFull.jpg
336,336,mc87rh18h,mc87rh19s,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rh19s/full/max/0/default.jpg,7786.0,5714.0,1862-04-11T00:00:00Z,2019-04-30T19:42:39Z,2019-06-24T13:56:59Z,1_commonwealth_mc87rh18h_accessFull.jpg
337,337,mc87rh18h,mc87rh20j,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rh20j/full/max/0/default.jpg,7790.0,5657.0,1862-04-11T00:00:00Z,2019-04-30T19:42:39Z,2019-06-24T13:56:59Z,2_commonwealth_mc87rh18h_accessFull.jpg
338,338,mc87rh18h,mc87rh21t,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rh21t/full/max/0/default.jpg,7790.0,5699.0,1862-04-11T00:00:00Z,2019-04-30T19:42:39Z,2019-06-24T13:56:59Z,3_commonwealth_mc87rh18h_accessFull.jpg
339,339,mc87rh18h,mc87rh223,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rh223/full/max/0/default.jpg,7824.0,5684.0,1862-04-11T00:00:00Z,2019-04-30T19:42:39Z,2019-06-24T13:56:59Z,4_commonwealth_mc87rh18h_accessFull.jpg
340,340,mc87rg83m,mc87rg84w,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rg84w/full/max/0/default.jpg,7799.0,5687.0,1862-02-21T00:00:00Z,2019-04-30T19:26:28Z,2019-06-24T13:56:57Z,1_commonwealth_mc87rg83m_accessFull.jpg
341,341,mc87rg83m,mc87rg855,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rg855/full/max/0/default.jpg,7831.0,5689.0,1862-02-21T00:00:00Z,2019-04-30T19:26:28Z,2019-06-24T13:56:57Z,2_commonwealth_mc87rg83m_accessFull.jpg
342,342,mc87rg83m,mc87rg86f,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rg86f/full/max/0/default.jpg,7807.0,5683.0,1862-02-21T00:00:00Z,2019-04-30T19:26:28Z,2019-06-24T13:56:57Z,3_commonwealth_mc87rg83m_accessFull.jpg
343,343,mc87rg83m,mc87rg87q,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rg87q/full/max/0/default.jpg,7798.0,5692.0,1862-02-21T00:00:00Z,2019-04-30T19:26:28Z,2019-06-24T13:56:57Z,4_commonwealth_mc87rg83m_accessFull.jpg
344,344,mc87rh33m,mc87rh34w,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rh34w/full/max/0/default.jpg,7803.0,5708.0,1862-05-02T00:00:00Z,2019-04-30T19:50:06Z,2019-06-24T13:57:01Z,1_commonwealth_mc87rh33m_accessFull.jpg
345,345,mc87rh33m,mc87rh355,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rh355/full/max/0/default.jpg,7793.0,5730.0,1862-05-02T00:00:00Z,2019-04-30T19:50:06Z,2019-06-24T13:57:01Z,2_commonwealth_mc87rh33m_accessFull.jpg
346,346,mc87rh33m,mc87rh36f,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rh36f/full/max/0/default.jpg,7806.0,5692.0,1862-05-02T00:00:00Z,2019-04-30T19:50:06Z,2019-06-24T13:57:01Z,3_commonwealth_mc87rh33m_accessFull.jpg
347,347,mc87rh33m,mc87rh37q,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rh37q/full/max/0/default.jpg,7820.0,5700.0,1862-05-02T00:00:00Z,2019-04-30T19:50:06Z,2019-06-24T13:57:01Z,4_commonwealth_mc87rh33m_accessFull.jpg
348,348,mc87rh63b,mc87rh64m,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rh64m/full/max/0/default.jpg,7862.0,5761.0,1862-06-13T00:00:00Z,2019-04-30T20:02:59Z,2019-06-24T13:57:03Z,1_commonwealth_mc87rh63b_accessFull.jpg
349,349,mc87rh63b,mc87rh65w,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rh65w/full/max/0/default.jpg,7856.0,5766.0,1862-06-13T00:00:00Z,2019-04-30T20:02:59Z,2019-06-24T13:57:03Z,2_commonwealth_mc87rh63b_accessFull.jpg
350,350,mc87rh63b,mc87rh665,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rh665/full/max/0/default.jpg,7812.0,5746.0,1862-06-13T00:00:00Z,2019-04-30T20:02:59Z,2019-06-24T13:57:03Z,3_commonwealth_mc87rh63b_accessFull.jpg
351,351,mc87rh63b,mc87rh67f,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rh67f/full/max/0/default.jpg,7807.0,5716.0,1862-06-13T00:00:00Z,2019-04-30T20:02:59Z,2019-06-24T13:57:03Z,4_commonwealth_mc87rh63b_accessFull.jpg
352,352,mc87rh28r,mc87rh291,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rh291/full/max/0/default.jpg,7780.0,5674.0,1862-04-25T00:00:00Z,2019-04-30T19:47:26Z,2019-06-24T13:57:00Z,1_commonwealth_mc87rh28r_accessFull.jpg
353,353,mc87rh28r,mc87rh30s,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rh30s/full/max/0/default.jpg,7798.0,5701.0,1862-04-25T00:00:00Z,2019-04-30T19:47:26Z,2019-06-24T13:57:00Z,2_commonwealth_mc87rh28r_accessFull.jpg
354,354,mc87rh28r,mc87rh312,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rh312/full/max/0/default.jpg,7794.0,5699.0,1862-04-25T00:00:00Z,2019-04-30T19:47:26Z,2019-06-24T13:57:00Z,3_commonwealth_mc87rh28r_accessFull.jpg
355,355,mc87rh28r,mc87rh32b,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rh32b/full/max/0/default.jpg,7792.0,5696.0,1862-04-25T00:00:00Z,2019-04-30T19:47:26Z,2019-06-24T13:57:00Z,4_commonwealth_mc87rh28r_accessFull.jpg
356,356,mc87rh380,mc87rh398,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rh398/full/max/0/default.jpg,7813.0,5719.0,1862-05-09T00:00:00Z,2019-04-30T19:52:32Z,2019-06-24T13:57:02Z,1_commonwealth_mc87rh380_accessFull.jpg
357,357,mc87rh380,mc87rh401,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rh401/full/max/0/default.jpg,7779.0,5696.0,1862-05-09T00:00:00Z,2019-04-30T19:52:32Z,2019-06-24T13:57:02Z,2_commonwealth_mc87rh380_accessFull.jpg
358,358,mc87rh380,mc87rh419,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rh419/full/max/0/default.jpg,7784.0,5685.0,1862-05-09T00:00:00Z,2019-04-30T19:52:32Z,2019-06-24T13:57:02Z,3_commonwealth_mc87rh380_accessFull.jpg
359,359,mc87rh380,mc87rh42k,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rh42k/full/max/0/default.jpg,7794.0,5708.0,1862-05-09T00:00:00Z,2019-04-30T19:52:32Z,2019-06-24T13:57:02Z,4_commonwealth_mc87rh380_accessFull.jpg
360,360,mc87rf38k,mc87rf39v,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rf39v/full/max/0/default.jpg,7784.0,5727.0,1861-08-02T00:00:00Z,2019-04-30T18:25:20Z,2019-06-24T13:57:12Z,1_commonwealth_mc87rf38k_accessFull.jpg
361,361,mc87rf38k,mc87rf40m,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rf40m/full/max/0/default.jpg,7802.0,5748.0,1861-08-02T00:00:00Z,2019-04-30T18:25:20Z,2019-06-24T13:57:12Z,2_commonwealth_mc87rf38k_accessFull.jpg
362,362,mc87rf38k,mc87rf41w,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rf41w/full/max/0/default.jpg,7792.0,5736.0,1861-08-02T00:00:00Z,2019-04-30T18:25:20Z,2019-06-24T13:57:12Z,3_commonwealth_mc87rf38k_accessFull.jpg
363,363,mc87rf38k,mc87rf425,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rf425/full/max/0/default.jpg,7807.0,5752.0,1861-08-02T00:00:00Z,2019-04-30T18:25:20Z,2019-06-24T13:57:12Z,4_commonwealth_mc87rf38k_accessFull.jpg
364,364,mc87rf689,mc87rf69k,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rf69k/full/max/0/default.jpg,7817.0,5706.0,1861-09-13T00:00:00Z,2019-04-30T18:38:15Z,2019-06-24T13:57:20Z,1_commonwealth_mc87rf689_accessFull.jpg
365,365,mc87rf689,mc87rf70b,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rf70b/full/max/0/default.jpg,7798.0,5710.0,1861-09-13T00:00:00Z,2019-04-30T18:38:15Z,2019-06-24T13:57:20Z,2_commonwealth_mc87rf689_accessFull.jpg
366,366,mc87rf689,mc87rf71m,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rf71m/full/max/0/default.jpg,7833.0,5718.0,1861-09-13T00:00:00Z,2019-04-30T18:38:15Z,2019-06-24T13:57:20Z,3_commonwealth_mc87rf689_accessFull.jpg
367,367,mc87rf689,mc87rf72w,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rf72w/full/max/0/default.jpg,7789.0,5728.0,1861-09-13T00:00:00Z,2019-04-30T18:38:15Z,2019-06-24T13:57:20Z,4_commonwealth_mc87rf689_accessFull.jpg
368,368,mc87rf582,mc87rf59b,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rf59b/full/max/0/default.jpg,7790.0,5720.0,1861-08-30T00:00:00Z,2019-04-30T18:34:01Z,2019-06-24T13:57:16Z,1_commonwealth_mc87rf582_accessFull.jpg
369,369,mc87rf582,mc87rf603,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rf603/full/max/0/default.jpg,7789.0,5687.0,1861-08-30T00:00:00Z,2019-04-30T18:34:01Z,2019-06-24T13:57:16Z,2_commonwealth_mc87rf582_accessFull.jpg
370,370,mc87rf582,mc87rf61c,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rf61c/full/max/0/default.jpg,7789.0,5715.0,1861-08-30T00:00:00Z,2019-04-30T18:34:01Z,2019-06-24T13:57:16Z,3_commonwealth_mc87rf582_accessFull.jpg
371,371,mc87rf582,mc87rf62n,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rf62n/full/max/0/default.jpg,7799.0,5706.0,1861-08-30T00:00:00Z,2019-04-30T18:34:01Z,2019-06-24T13:57:16Z,4_commonwealth_mc87rf582_accessFull.jpg
372,372,mc87rf53p,mc87rf54z,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rf54z/full/max/0/default.jpg,7803.0,5709.0,1861-08-23T00:00:00Z,2019-04-30T18:31:24Z,2019-06-24T13:57:17Z,1_commonwealth_mc87rf53p_accessFull.jpg
373,373,mc87rf53p,mc87rf557,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rf557/full/max/0/default.jpg,7792.0,5713.0,1861-08-23T00:00:00Z,2019-04-30T18:31:24Z,2019-06-24T13:57:17Z,2_commonwealth_mc87rf53p_accessFull.jpg
374,374,mc87rf53p,mc87rf56h,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rf56h/full/max/0/default.jpg,7795.0,5719.0,1861-08-23T00:00:00Z,2019-04-30T18:31:24Z,2019-06-24T13:57:17Z,3_commonwealth_mc87rf53p_accessFull.jpg
375,375,mc87rf53p,mc87rf57s,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rf57s/full/max/0/default.jpg,7800.0,5730.0,1861-08-23T00:00:00Z,2019-04-30T18:31:24Z,2019-06-24T13:57:17Z,4_commonwealth_mc87rf53p_accessFull.jpg
376,376,mc87rf43f,mc87rf44q,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rf44q/full/max/0/default.jpg,7792.0,5764.0,1861-08-09T00:00:00Z,2019-04-30T18:27:16Z,2019-06-24T13:57:13Z,1_commonwealth_mc87rf43f_accessFull.jpg
377,377,mc87rf43f,mc87rf450,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rf450/full/max/0/default.jpg,7798.0,5732.0,1861-08-09T00:00:00Z,2019-04-30T18:27:16Z,2019-06-24T13:57:13Z,2_commonwealth_mc87rf43f_accessFull.jpg
378,378,mc87rf43f,mc87rf468,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rf468/full/max/0/default.jpg,7802.0,5775.0,1861-08-09T00:00:00Z,2019-04-30T18:27:16Z,2019-06-24T13:57:13Z,3_commonwealth_mc87rf43f_accessFull.jpg
379,379,mc87rf43f,mc87rf47j,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rf47j/full/max/0/default.jpg,7837.0,5717.0,1861-08-09T00:00:00Z,2019-04-30T18:27:16Z,2019-06-24T13:57:13Z,4_commonwealth_mc87rf43f_accessFull.jpg
380,380,mc87rf336,mc87rf34g,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rf34g/full/max/0/default.jpg,7788.0,5710.0,1861-07-26T00:00:00Z,2019-04-30T18:24:09Z,2019-06-24T13:57:13Z,1_commonwealth_mc87rf336_accessFull.jpg
381,381,mc87rf336,mc87rf35r,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rf35r/full/max/0/default.jpg,7824.0,5731.0,1861-07-26T00:00:00Z,2019-04-30T18:24:09Z,2019-06-24T13:57:13Z,2_commonwealth_mc87rf336_accessFull.jpg
382,382,mc87rf336,mc87rf361,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rf361/full/max/0/default.jpg,7780.0,5697.0,1861-07-26T00:00:00Z,2019-04-30T18:24:09Z,2019-06-24T13:57:13Z,3_commonwealth_mc87rf336_accessFull.jpg
383,383,mc87rf336,mc87rf379,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rf379/full/max/0/default.jpg,7775.0,5680.0,1861-07-26T00:00:00Z,2019-04-30T18:24:09Z,2019-06-24T13:57:13Z,4_commonwealth_mc87rf336_accessFull.jpg
384,384,mc87rf48t,mc87rf493,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rf493/full/max/0/default.jpg,7813.0,5753.0,1861-08-16T00:00:00Z,2019-04-30T18:29:07Z,2019-06-24T13:57:15Z,1_commonwealth_mc87rf48t_accessFull.jpg
385,385,mc87rf48t,mc87rf50v,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rf50v/full/max/0/default.jpg,7808.0,5763.0,1861-08-16T00:00:00Z,2019-04-30T18:29:07Z,2019-06-24T13:57:15Z,2_commonwealth_mc87rf48t_accessFull.jpg
386,386,mc87rf48t,mc87rf514,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rf514/full/max/0/default.jpg,7793.0,5718.0,1861-08-16T00:00:00Z,2019-04-30T18:29:07Z,2019-06-24T13:57:15Z,3_commonwealth_mc87rf48t_accessFull.jpg
387,387,mc87rf48t,mc87rf52d,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rf52d/full/max/0/default.jpg,7799.0,5724.0,1861-08-16T00:00:00Z,2019-04-30T18:29:07Z,2019-06-24T13:57:15Z,4_commonwealth_mc87rf48t_accessFull.jpg
388,388,mc87rf63x,mc87rf646,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rf646/full/max/0/default.jpg,7765.0,5724.0,1861-09-06T00:00:00Z,2019-04-30T18:35:57Z,2019-06-24T13:57:18Z,1_commonwealth_mc87rf63x_accessFull.jpg
389,389,mc87rf63x,mc87rf65g,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rf65g/full/max/0/default.jpg,7792.0,5670.0,1861-09-06T00:00:00Z,2019-04-30T18:35:57Z,2019-06-24T13:57:18Z,2_commonwealth_mc87rf63x_accessFull.jpg
390,390,mc87rf63x,mc87rf66r,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rf66r/full/max/0/default.jpg,7793.0,5728.0,1861-09-06T00:00:00Z,2019-04-30T18:35:57Z,2019-06-24T13:57:18Z,3_commonwealth_mc87rf63x_accessFull.jpg
391,391,mc87rf63x,mc87rf671,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rf671/full/max/0/default.jpg,7784.0,5709.0,1861-09-06T00:00:00Z,2019-04-30T18:35:57Z,2019-06-24T13:57:18Z,4_commonwealth_mc87rf63x_accessFull.jpg
392,392,mc87rj68x,mc87rj696,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rj696/full/max/0/default.jpg,7768.0,5719.0,1862-11-07T00:00:00Z,2019-04-30T20:42:43Z,2019-06-24T13:57:25Z,1_commonwealth_mc87rj68x_accessFull.jpg
393,393,mc87rj68x,mc87rj70z,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rj70z/full/max/0/default.jpg,7784.0,5728.0,1862-11-07T00:00:00Z,2019-04-30T20:42:43Z,2019-06-24T13:57:25Z,2_commonwealth_mc87rj68x_accessFull.jpg
394,394,mc87rj68x,mc87rj717,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rj717/full/max/0/default.jpg,7784.0,5737.0,1862-11-07T00:00:00Z,2019-04-30T20:42:43Z,2019-06-24T13:57:25Z,3_commonwealth_mc87rj68x_accessFull.jpg
